Name,Ht
Johansel Brito,"5' 11"""
Aiden Butz,"6' 0"""
Ryan Cavanaugh,"6' 0"""
Joey Crecca,"6' 1"""
Brayden D'Amico,"5' 10"""
Reece D'Amico,"5' 9"""
Troy Davis,"5' 10"""
Ryan Dewees,"6' 5"""
Cole Dymek,"6' 2"""
Parker Frey,"6' 5"""
Andrew Gormley,"6' 0"""
J.J. Hood,"5' 11"""
Cam Hubbard,"5' 11"""
Ben Junker,"5' 10"""
Christian Maccarone,"5' 11"""
Ryan Manning,"6' 4"""
Jaden Newton,"6' 3"""
Greyson Norris,"6' 1"""
Dennis Pierce,"5' 9"""
Connor Reilly,"6' 2"""
Jack Rothenhausler,"6' 0"""
Jackson Rutecki,"6' 1"""
Jalen Soberal,"6' 0"""
Gavin Sopko,"6' 1"""
Francisco Taveras,"5' 11"""
Shanley Wall,"5' 9"""
Ethan Woods,"6' 4"""
Patrick Yoder,"6' 3"""
Walker Zampella,"6' 0"""
Cainen Atherton,"6' 0"""
Logan Ayres,"5' 9"""
Alex Bemis,"5' 11"""
Brady Berdine,"6' 1"""
Blake Bertucci,"6' 1"""
Ryan Bioni,"6' 0"""
Jaret Boyer,"6' 1"""
Jake Boynar,"6' 6"""
Reece Colvin,"5' 9"""
Dom Costello,"6' 3"""
Dylan Crowley,"6' 3"""
Jacob Engel,"6' 5"""
Joey Fazzone,"6' 2"""
Brady Gavula,"6' 5"""
Matt Graeber,"6' 6"""
Nick Harhai,"6' 4"""
Ryan Hood,"6' 5"""
Hayden Jenkins,"6' 2"""
Brendan Koroly,"5' 9"""
Tommy Koroly,"5' 7"""
Frank Kula,"6' 0"""
Gabriel Morales,"5' 10"""
Chris Mullins,"6' 1"""
Logan Oakes,"5' 9"""
Wes Parker,"6' 4"""
Nick Robertson,"6' 2"""
Lance Slater,"5' 10"""
Connor Smith,"6' 2"""
Nolan Smith,"6' 1"""
Ian Soto,"6' 2"""
Drew Stangelo,"5' 10"""
Loghan Strohm,"5' 7"""
Zach Tkatch,"6' 3"""
Hunter Troiano,"5' 9"""
Nick Walker,"6' 0"""
Cam Ward,"6' 1"""
Justin Weaver,"6' 1"""
Ashton Wheelock,"5' 11"""
Carson Whiteman,"6' 5"""
Colton Adams,"6' 3"""
Ricardo Aponte,"5' 8"""
Aidan Barrow-Somers,"5' 10"""
Cayden Bender,"5' 10"""
Jake Black,"6' 1"""
Robert Carfagno,"5' 9"""
Keegan Carr,"5' 10"""
Mateo Cepullio,"5' 10"""
Addison Clymer,"5' 10"""
Cameron Copple,"5' 11"""
Bryce Devan,"6' 0"""
Elijah Dunn,"6' 2"""
Gardner Fravel,"5' 8"""
Luke Goodwin,"6' 0"""
Mitchell Grosch,"5' 8"""
Drew Hildebrand,"5' 10"""
Teague Hoover,"5' 10"""
Mike Huber,"6' 0"""
Jacob Jewett,"6' 2"""
Peyton Johnson,"6' 0"""
Branden Kanick,"5' 10"""
David Kessler,"6' 0"""
Davin Landers,"5' 11"""
Jason Madrak,"6' 2"""
Nathan Mankoski,"5' 10"""
Braydon May,"6' 3"""
Nizeah Mummert,"6' 0"""
Au'sean Owens,"5' 7"""
Camden Rhude,"5' 8"""
Nick Rispoli,"6' 3"""
Sebastian Rosado-Guindin,"6' 3"""
Dane Samartino,"6' 0"""
Casen Sandri,"6' 0"""
Ethan Schimony,"6' 1"""
Eli Shedd,"6' 1"""
Derrick Shields,"5' 10"""
Jimmy Tooley,"6' 0"""
Lucas Whittaker,"6' 0"""
Christan Wilkinson,"6' 3"""
Josh Wolfe,NA
Justin Augustus,"5' 7"""
Cody Barberio,"6' 4"""
Bo Barthol,"5' 8"""
Michael Burns,"6' 2"""
Cam Burr,"5' 9"""
Tyler Cleveland,"5' 11"""
Joe Crist,"6' 2"""
Jeremy Fallon,"6' 1"""
Jared Ferguson,"6' 2"""
Brian Finn,"6' 0"""
Ayden Fitch,"5' 11"""
Eddie Frye,"6' 0"""
Dalton Furst,"6' 0"""
Jimmy Kerley,"6' 1"""
Evan Krippel,"6' 0"""
Paul Moretski,"6' 3"""
Aidan Myers,"5' 9"""
Owen Rector,"5' 10"""
Abel Saft,"6' 4"""
Bryce Schafer,"6' 1"""
Aiden Soumas,"6' 0"""
Zach Tropiano,"5' 7"""
Nick Varda,"5' 11"""
Preston Warne,"5' 10"""
Zack Wertman,"6' 2"""
Drew Wheeler,"5' 10"""
Kannon Zdimal,"6' 3"""
Jake Ambrosio,"5' 11"""
Rylan Bailey,"6' 2"""
Lance Baldensperger,"6' 0"""
Morgan Billotte,"6' 0"""
Brandt Cook,"5' 11"""
Mason Curtier,"6' 0"""
Joseph DeSiena,"5' 11"""
Robert Furino,NA
Cam Gracey,"5' 9"""
Kevin Grenninger,"5' 11"""
Connor Griffin,"6' 0"""
Zach Griffin,"6' 6"""
Andrew Kramer,"6' 0"""
Jason Labrador,"6' 1"""
Will Langdon,"6' 1"""
Matt Lingenfelter,"6' 0"""
Jamie Martoccio,"5' 10"""
Zach McEllroy,"6' 2"""
Keegan McGraw,"6' 0"""
Dylan McKenna,"5' 11"""
Stephen McMillan,"5' 11"""
Brady Myers,"6' 1"""
Ethan Nagy,"6' 3"""
Nick Negola,"5' 10"""
Jaxson Pupo,"5' 10"""
Kaden Rodarmel,"5' 10"""
Tom Rohan,"5' 10"""
Levi Schlesinger,"6' 3"""
Evan Schmelz,"6' 0"""
Will Stambaugh,"6' 2"""
Aiden Starn,"6' 5"""
Garrett Starr,"6' 0"""
Jace Szaflarski,"6' 1"""
Bryce Vincent,"6' 2"""
Nick White,"6' 2"""
Nathan Wise,NA
Caleb Zimmerman,NA
Conner Adams,"5' 7"""
Austin Beauchamp,"6' 0"""
Mike Biuso,NA
Taylor Blevins,"6' 0"""
Alex Bucolo,"5' 10"""
Kahale Burns,"5' 7"""
Jeffrey Coakley,"6' 0"""
Jerry Crispino,"5' 7"""
Garrett Emerick,"6' 1"""
Cael Frame,"6' 1"""
Zack Garrity,NA
Jake Houtz,"6' 2"""
Austin Lewis,"5' 11"""
Mason Pfeil,"6' 0"""
Luke Raho,"5' 8"""
Ryan Sekulski,"6' 3"""
Cole Serfass,"6' 2"""
Quinn Shindler,"6' 2"""
Brett Stewart,"6' 0"""
Shane Stossel,"6' 4"""
Tyler Swineford,NA
Ryan Verbonitz,"5' 10"""
Logan Wells,"6' 0"""
Evan Woznick,"6' 2"""
Garet Blankenbiller,"6' 5"""
Connor Blantz,"6' 0"""
Christian Cerone,"5' 7"""
Troy Chamberlin,"6' 1"""
Tucker Chamberlin,"5' 11"""
Perry Chetney,"6' 2"""
Conor Cook,"6' 2"""
Mike Costello,"6' 1"""
Brady Grimes,"6' 7"""
Luke Helmick,"6' 0"""
Zeb Hufnagle,"6' 2"""
Amani Jones,"6' 1"""
Jimmy Kirk,"6' 2"""
Alex Kuehn,"6' 1"""
Nate Lapp,"6' 0"""
Sammy Laux,"6' 0"""
Gavin Lill,"6' 3"""
Conor McCartney,"5' 11"""
Sam Morris,"6' 0"""
Joe Morrissey,"5' 11"""
Jordan Oliver,"6' 2"""
Marco Pulizzi,"6' 1"""
Evan Rishell,"5' 10"""
Rece Ritchey,"6' 4"""
Donis Rodriguez,"5' 8"""
Jeff Sabater,"5' 10"""
Matt Shamany,"6' 1"""
Xavier Smith,"5' 10"""
Keegan Soltis,"5' 10"""
Hunter Stevens,"6' 1"""
Caleb Sturtevant,"5' 11"""
Bren Taylor,"6' 0"""
Matthew Williams,"6' 5"""
Devon Boyles,"6' 5"""
Nick Calano,"5' 10"""
Antonio Caporossi,"6' 0"""
Aiden Coleman,"5' 11"""
Jacob Cramer,"5' 10"""
Tyler Danko,"6' 1"""
Cam Donaldson,"5' 9"""
Noah Donis,"5' 8"""
Roman Donis,"5' 10"""
Jared Dowey,"5' 11"""
Alex Ebeling,"5' 10"""
Kaden Faychak,"6' 0"""
Logan Ferguson,"5' 7"""
McClain Flinn,"6' 1"""
Zyler Freedman,NA
Nathan Helms,"5' 9"""
Garret Holzapfel,"6' 2"""
Calvin Iseminger,"5' 10"""
Talon Kammermeier,"6' 2"""
Jimmy Kunst,"6' 2"""
Luke Lea,"5' 11"""
Zac LeGars,"6' 0"""
Joey Maun,"5' 11"""
Zach Myers,"5' 11"""
Alex Neidig,"5' 10"""
Brian Pirone,"6' 5"""
Sebastian Ramos,"5' 9"""
Karson Reffner,"6' 0"""
Erik Rhodes,"6' 1"""
Brody Roberts,"5' 11"""
Stephen Rodgers,"5' 8"""
Cole Sansom,"6' 2"""
Seth Shuey,"5' 11"""
Zach Slis,"5' 11"""
Jackson Smetak,"6' 2"""
Aidan Steinbugl,"5' 10"""
Crusen Stover,"5' 9"""
Ben Tomb,"6' 4"""
Justin Turcovski,"5' 11"""
Colin Ahr,"6' 1"""
Mark Black,"5' 11"""
Matthew Blanchard,"6' 2"""
Hayden Boebel,"5' 11"""
Madden Boehm,"5' 10"""
Tony Buttari,"6' 2"""
Cameron Colwell,"5' 11"""
Luke Deschenes,"6' 3"""
Nate Dorinsky,"6' 0"""
Heath Fetchik,"6' 0"""
Joe Fiedor,"6' 0"""
Derek Fravel,"6' 1"""
Matt Frazetta,"6' 3"""
Michael Gregos,"6' 0"""
Jakob Haynes,"6' 3"""
Owen Henne,"6' 3"""
Zach Herb,"5' 10"""
Peter Janoski,"6' 0"""
Ian Korn,"6' 0"""
Brodie Kuzior,"6' 2"""
Max Mandler,"6' 2"""
Owen Mandler,"6' 0"""
Luke McCoy,"6' 2"""
Jon McCullough,"6' 2"""
Brady McGuire,"6' 0"""
Julian Minaya,"6' 1"""
Tate Minich,"5' 11"""
Jack Pletcher,"6' 1"""
Evan Rossi,"6' 3"""
Mark Wechtenhiser,"6' 4"""
Jack Whalen,"5' 10"""
Gage Wheaton,"5'11"""
Austyn Winkleblech,"5' 11"""
Owen Yoder,"5' 10"""
Christian Zilli,"6' 1"""
Colin Ahart,"6' 1"""
Nathaniel Brookshire,"5' 10"""
Cooper Bryan,"6' 3"""
Ethan Burgreen,"6' 2"""
Michael Burnley,"6' 0"""
John Dhima,"6' 3"""
Jake Fix,"5' 9"""
Ethan Ford,NA
Aidan Greaney,"6' 3"""
Mike Guzzardo,"6' 0"""
Thor Hildebrand,"6' 3"""
Ethan Jones,"6' 0"""
Michael Krack,"5' 11"""
Eli Lam,"5' 10"""
Wyatt Lamb,"6' 2"""
Oliver Leonard,"6' 5"""
Brenden Lewis,"5' 8"""
Levi Loughry,"5' 9"""
Wyatt Miles,"5' 11"""
Allen Miller,"6' 5"""
Riley Morgan,"6' 2"""
Bodie Pullen,"6' 2"""
Daniel Quintana,"6' 3"""
Aden Ritenour,"6' 0"""
Nik Rubendall,"6' 2"""
Trevor Sharp,"6' 4"""
Trey Sine,"5' 9"""
Austin Sofran,"5' 10"""
Brayden Stottlemyer,"6' 0"""
Aidan VanVickle,"6' 5"""
Bryce Amos,"6' 5"""
Brenden Anderson,"6' 1"""
Carter Arbuthnot,"6' 0"""
Kyle Ausgotharp,"6' 6"""
Conner Barto,"6' 4"""
Eric Bohenek,"6' 3"""
Drew Brown,"6' 2"""
Gio Calamia,"6' 1"""
Thomas Cano-Piszel,"6' 2"""
Jaxon Dalena,"6' 3"""
Thomas Davenport,"6' 0"""
Jacob Dennis,"6' 3"""
Cameron Goble,"6' 1"""
Mike Heckman,"5' 10"""
Bryce Herb,"6' 1"""
Carter Hinds,"5' 11"""
Franklin Muendel,"6' 3"""
Caleb Newcomer,"5' 10"""
Will Oates,"5' 9"""
Jack Robinson,"6' 2"""
Ty Sherman,"6' 5"""
Evan Shoffler,"5' 10"""
Cole Snyder,"6' 2"""
J.T. Weaver,"6' 0"""
Erby Weller,"6' 3"""
AJ Wenrich,"6' 0"""
Luke Anderton,"5' 10"""
Caelan Bender,"5' 11"""
Brandon Butler,"5' 8"""
Darryn Callahan,"6' 1"""
Tyler Cerame,"5' 9"""
Ethan Edkins,"6' 0"""
Andrew Frye,"6' 3"""
Brett Galcik,"6' 0"""
Gage Gillott,"6' 0"""
Robert Herr,"5' 11"""
Parker Hogge,"6' 4"""
Michael Kitko,"6' 0"""
Hunter Loomis,"6' 0"""
Nate Malak,"6' 3"""
Gino Marra,"5' 8"""
Treston Nemeth,"6' 1"""
Cam Panyko Morris,"6' 2"""
Stone Powell,"6' 3"""
Joe Purcell,"6' 1"""
Jimmy Sadler,"6' 0"""
Zack Streightif,"6' 1"""
Joey Vanzin,"6' 1"""
Kyle Warnsman,"6' 3"""
Clay Wiesen,"5' 8"""
Mark Wilbur,"6' 3"""
Shane Adamski,"5' 11"""
Anthony Boccio,"6' 0"""
Ben Bolhouse,"6' 1"""
Danny Carr,"6' 3"""
Gabe Caso,"5' 10"""
Julian Costa,"6' 1"""
Drew Costello,"6' 2"""
Andrew Dankanich,"5' 7"""
Ryan DeHaven,"6' 3"""
John Dunion,"6' 0"""
Mark Elliott,"5' 10"""
David Ferguson,"6' 6"""
Patrick Gozdan,"5' 9"""
Gannon Kadlecik,"6' 0"""
Kyle Kearns,"6' 1"""
Kyle Lazer,"6' 3"""
Brian Martello,"5' 7"""
Brody Minder,"5' 11"""
Nick Noga,"6' 1"""
Jesse Specter,"5' 10"""
Avery Spencer,"6' 2"""
Austin Stalker,"6' 4"""
Caleb Strawhecker,"6' 0"""
Sean Szestowicki,"5' 9"""
Patrick Taney,"6' 0"""
Darius Troche,"6' 0"""
Casey Vaughan,"6' 3"""
Jake Welsch,"5' 11"""
Evan Wineburg,"5' 11"""
Jason Axelberg,"6' 2"""
Drew Ball,"6' 5"""
Jadon Bast,"6' 0"""
Troy Berg,"5' 9"""
Harry Blum,"6' 7"""
Bryson Bohannon,"5' 8"""
Ryan Clementi,"5' 10"""
Ethan Cole,"6' 2"""
Nate Davis,"6' 4"""
Adam Diedrich,"6' 3"""
Kobe Eikmeier,"6' 0"""
Maddox Foss,"5' 9"""
Cole Goeser,"5' 11"""
Mariano Gomez,"6' 5"""
Reid Hartmann,"6' 3"""
Carter Heinsch,"6' 2"""
J.D. Hennen,"6' 0"""
Will Henry,"6' 3"""
Jack Hines,"6' 2"""
Ethan Hoffman,"6' 2"""
Joe Kolbeck,"6' 0"""
Joshua Koskie,"6' 0"""
Bjorn Lind,"6' 1"""
Jake Lundquist,"5' 10"""
Ashton Michek,"6' 3"""
Caden Oberbroekling,"6' 0"""
Jacob Ornelles,"6' 0"""
Josiah Peterson,"6' 2"""
Ragan Pinnow,"6' 1"""
Cal Schmelzle,"6' 2"""
Sam Siegel,"6' 2"""
Nate Soelter,"5' 11"""
Tom Sun,"6' 1"""
Jack Sutton,"6' 1"""
Kai Taylor,"6' 0"""
Aidan Torpey,"6' 3"""
Joel Van De Stroet,"6' 4"""
Trevor Winterstein,"5' 10"""
Cooper Anderson,"6' 0"""
Jack Barnett,"6' 3"""
Beau Barry,"5' 11"""
Cayden Cincis,"6' 1"""
Devon Cook,"5' 10"""
Ben Corradi,"5' 10"""
Riley Czech,"6' 1"""
Connor Donlin,"6' 0"""
Noah Drusch,"5' 10"""
Nick Ekstrum,"5' 9"""
Zach Evenson,"6' 1"""
Adrian Falcon,"6' 3"""
Jack Feldman,"5' 10"""
Hudson Filippi,"5' 11"""
Matt Filippi,"6' 3"""
Matt Greiner,"5' 10"""
Marcus Haire,"6' 2"""
Josh Haugen,"6' 2"""
Dylan Hedley,"6' 3"""
Derek Hoffman,"6' 2"""
Jack Hoffrogge,"6' 3"""
Hunter Hyden,"6' 1"""
Bret Inman,"5' 8"""
Chris Koscielniak,"5' 11"""
Brandon Lind,"6' 5"""
Chris Lubchuk,"5' 11"""
Lawrence Lubchuk,"5' 10"""
Liam McGrath,"6' 3"""
Cam McRoberts,"6' 3"""
Sawyer Nendick,"6' 0"""
Daniel Pobuda,"6' 2"""
Nolan Reiter,"5' 10"""
Ty Schulte,"6' 2"""
Beau Thoma,"6' 2"""
Will Zellmann,"5' 10"""
Landon Behringer,"6' 0"""
Eric Berg,"6' 2"""
Andrew Boeser,"6' 1"""
Cooper Borchardt,"6' 3"""
Kal Brohmer,"5' 10"""
Leo Bustos,"6' 4"""
Liam Bystol,"6' 2"""
Caden Carsen,"6' 3"""
Sam Cooper,"5'11"""
Korey Dahlberg,"6' 0"""
Blake Eckmann,"6' 0"""
Jack Greenlun,"6' 0"""
Charlie Harms,"6' 3"""
Will Husemann,"6' 3"""
Miles Jensen,"6' 3"""
Kaden Johnson,"6' 0"""
Trett Joles,"5' 10"""
Noah Juliar,"5' 9"""
Tomas Lee,"5' 9"""
Christian Lindow,"5' 10"""
Koby McBroome,"5' 11"""
Bennett McCollow,"5' 10"""
Jeremy McGuigan,"5' 7"""
Jake McNeil,"6' 0"""
Chase McQuade,"5' 10"""
Fritz Meyer,"6' 6"""
Cooper Mollet,"6' 5"""
Eli Nelson,"5' 10"""
Reece Piontek,"6' 3"""
Gavin Rusch,"6' 5"""
Ian Segna,"6' 0"""
Jack Setterlund,"5' 10"""
Ollie Yuhas,"5' 11"""
Colin Anderson,"5' 11"""
Nick Baker,"5'11"""
Jake Berkland,"5' 9"""
Lincoln Berry,"6' 0"""
Aidan Byrne,"6' 1"""
Jaden Case,"5' 10"""
Mack Crowley,"6' 3"""
Nathan Culley,"6' 1"""
Hunter Day,"6' 2"""
Ean DiPasquale,"6' 2"""
Matthew Fleischhacker,"5' 7"""
Jacob Gajic,"5' 10"""
Sam George,"6' 4"""
Mitch Gutknecht,"6' 2"""
Braxton Haggith,"6' 3"""
Ben Irsfeld,"5' 10"""
Brady Jurgella,"6' 0"""
Brady Koeppel,"5' 9"""
Ben Llewellyn,"6' 3"""
Louis Magers,"6' 5"""
Chas Melvin,"6' 0"""
Ike Mezzenga,"6' 1"""
Logan Miller,"5'11"""
Ben Palmer,"6' 3"""
Easton Pratt,"6' 5"""
Cole Ranweiler,"5' 10"""
Jackson Renz,"6' 1"""
Tanner Shumski,"6' 1"""
Ethan Stade,"6' 4"""
Zach Stroh,"6' 1"""
Tanner Thompson,"5' 9"""
Brandon Vlcko,"6' 2"""
Nik Wede,"6' 0"""
Spencer Wright,"6' 2"""
Carsen Barta,"6' 1"""
Aaron Bennett,"6' 3"""
Jaxson Bennett,"6' 3"""
Nate Benning,"6' 2"""
Connor Bushbaum,"5' 11"""
Kayden Camacho,"6' 2"""
Kaylor Chamberlain,"6' 7"""
Joey Connelly,"5' 9"""
Dylan Debilzen,"5' 8"""
Eli Denisen,"6' 0"""
Josh Dykhoff,"6' 2"""
Caden Edwards,"6' 5"""
Sean Felker,"6' 2"""
Jackson Fliflet,"6' 1"""
Nate Grafsgaard,"5' 10"""
Landon Hanson,"6' 0"""
Cole Hebl,"6' 1"""
Jake Jaroszewski,"5' 11"""
Cam Justice,"6' 1"""
Caden Kappes,"5' 11"""
Brock Larsen,"5' 11"""
Grant Lindholm,"6' 0"""
Jacob Mathiason,"6' 1"""
Kodi Miller,"6' 0"""
Kyler Miller,"5' 11"""
Aaron Norland,"5' 9"""
Jonah Norman,"5' 10"""
Kyle Odenbach,"6' 4"""
Isaac Roers,"6' 1"""
Sawyer Satrom,"6' 2"""
Americo Sculati,"6' 2"""
Kobe Senn,"5' 10"""
Jaiden Smith,"5' 10"""
Isaac Telle,"5' 7"""
Aaron Wensloff,"6' 3"""
Danny Wensloff,"6' 1"""
Isaac Wensloff,"6' 1"""
Hayden Anthony,"6' 0"""
Alex Boston,"6' 2"""
Zak Brown,"5' 11"""
Henry Bushey,"6' 0"""
Brayden Buttweiler,"6' 2"""
Blake Eiden,"6' 4"""
Chase Eiden,"6' 3"""
Joey Flom,"5' 11"""
Michael Gabbard,"5' 9"""
Joe Gizzi,"6' 1"""
Thomas Hanson,"6' 0"""
Joe Herrick,"6' 2"""
Caden Klebba,"5' 10"""
Sam Kliber,"6' 0"""
Zach Kuseske,"6' 1"""
Troy Lynch,"6' 2"""
Nathan Maki,"6' 3"""
Alex Minton,"6' 1"""
Connor Nygard,"6' 1"""
Jalen Pascal,"5' 11"""
Kade Peloquin,"5' 10"""
Ethan Pettis,"6' 1"""
Gabe Richardson,"6' 0"""
Nathan Rosenberg,"6' 2"""
Cal Smith,"6' 1"""
Garrett Stauffacher,"6' 3"""
Ethan Swanson,"6' 1"""
Nick Thompson,"5' 10"""
Ryan Wattermann,"6' 2"""
Henry Wilkinson,"6' 4"""
Dylan Wilson,"6' 1"""
Colton Bagshaw,"6' 1"""
Noah Balandran,"6' 1"""
Ian Bauer,"6' 0"""
Hayden Bode,"6' 3"""
Nolan Craddock,"6' 4"""
Josh Czyz,"6' 0"""
Anthony Disantis,"6' 1"""
Gage Eastlick,"6' 2"""
Alex Engel,"6' 0"""
Grant Gabbert,"6' 1"""
Javier Gutierrez,"6' 1"""
Noah Gutierrez,"5' 8"""
Miles Iverson,"5' 11"""
Jack Jahnke,"6' 0"""
Shane Kary,"6' 0"""
Gunnar Kozlowitz,"6' 2"""
Noah Madas,"6' 2"""
Devin Marton,"6' 5"""
Conner Meldrim,"6' 0"""
Kekoa Munos,"5' 11"""
Jake Orthner,"6' 0"""
Oscar Pegg,"6' 1"""
Bryson Reif,"6' 0"""
Brent Riddle,"5' 8"""
Parker Rodgers,"6' 0"""
Ayden Sauerbrei,"6' 0"""
Jack Seibert,"6' 2"""
Griffin Shearon,"6' 0"""
Seungjun Song,"5' 9"""
Cole Talley,"6' 3"""
Jacob Thompson,"6' 3"""
Wyatt Toth,"6' 4"""
Oscar Tucci,"6' 0"""
Jessen West,"5' 9"""
Mike Williamson,"6' 5"""
Blake Ask,"6' 1"""
Nik Bantle,"6' 1"""
Lance Behrens,"6' 0"""
Michael Benevides,"6' 0"""
Drew Benson,"6' 3"""
Palmer Boyd,"6' 1"""
Tyler Boyum,"6' 2"""
Hunter Brown,"5'11"""
Tommy Brown,"6' 3"""
Drew Burkholder,"6' 1"""
Dillon Castellanos,"6' 1"""
Kolby Culbertson,"6' 1"""
Quentin Culbertson,"5' 10"""
Owen Douglas,"5' 11"""
Braden Ebeling,"5' 8"""
Nick Friedges,"6' 1"""
Jake Helleloid,"6' 1"""
Kaleb Hubble,"6' 2"""
Mike Hudson,"6' 0"""
Jordan Hull,"6' 1"""
Kyle Konechne,"6' 1"""
Braxton Kusler,"6' 1"""
Gehrig Larrigan,"6' 0"""
AJ Mendez,"5' 10"""
Christian Mundt,"5' 10"""
Nick Ochoa,"5' 10"""
Carter Ohleen,"5' 11"""
Xander Paar,"5' 9"""
Eddie Peine,"5' 11"""
Easton Rerick,"5' 11"""
Jonah Schmidt,"6' 3"""
Dylan Soulek,"6' 3"""
Josh Steinwandt,"6' 2"""
Luke Stuber,"6' 2"""
Mateo Tahsini,"5' 10"""
Daulton Vanderloo,"5' 10"""
Casey Vining,"6' 1"""
Jack Weidner,"5' 9"""
Phillip Zens,"5' 10"""
Carson Zimmel,"6' 2"""
Blake Ahrenstorff,"6' 2"""
Jake Ammann,"6' 0"""
Reid Barnard,"5' 11"""
Nick Bartels,"5' 7"""
Brady Baur,"6' 1"""
Jonathan Benson,"6' 1"""
Ashton Blomberg,"6' 4"""
Isaac Bonner,"5' 11"""
Johnny Checheris,"6' 2"""
Noah Christenson,"5' 11"""
Jace Coleman,"6' 0"""
Nolan Drossel,"6' 1"""
William Edwards,"6' 3"""
Ryan Gouldin,"5' 11"""
Jaxon Haase,"6' 2"""
Mitch Iliff,"6' 1"""
Dylan Immel,"6' 1"""
Carson Jager,"5' 10"""
Kaleb Klinkhammer,"6' 7"""
Eli Larson,"6' 4"""
Tyler Maeyaert,"6' 0"""
Drew Miller,"6' 3"""
Garrett Oswald,"6' 1"""
Zach Peta,"6' 0"""
Ashton Pick,"6' 3"""
Jake Pruchniak,"6' 0"""
Caden Ransom,"6' 2"""
Myles Rees,"6' 0"""
Jack Richeson,"6' 1"""
Riley Schilling,"6' 3"""
Casey Sehr,"6' 1"""
Ben Serie,"6' 2"""
Dominic Vogel,"6' 2"""
Frank Vogel,"6' 6"""
Owen Weadge,"6' 1"""
Jackson Yeager,"6' 2"""
Cory Bantam,"6' 4"""
Evan Behn,"5' 10"""
Logan Bullock,"6' 0"""
Noah Cekalla,"6' 0"""
Ryan Chmielewski,"5' 10"""
Jared Cortez,"6' 0"""
Jerod Cyrus,"6' 1"""
Austin Dent,"6' 2"""
Shay Endres,"6' 2"""
Cole Frisbie,"5' 8"""
Tyler Froland,"6' 2"""
Caleb Gardow,"5' 9"""
Eli Gibbs,"6' 0"""
Chuck Hackett,"6' 2"""
Henry Hammrich,"6' 0"""
Zach Hoehn,"6' 2"""
Cullen Huppert,"5' 11"""
Levi Iverson,"6' 0"""
Charlie Jacobson,"6' 6"""
Cameron Jensen,"5' 11"""
Bennett Knapper,"6' 4"""
Levi Lampert,"6' 0"""
Carter Lang,"6' 3"""
Owen Latendresse,"6' 2"""
Vinny Mauro,"6' 3"""
Jacob Merrill,"5' 7"""
Brady Petron,"6' 1"""
Carter Petron,"6' 2"""
Jameson Quinn,"6' 3"""
Luke Ruter,"5' 7"""
Nathan Wheeler,"6' 2"""
Cody Wichmann,"5' 10"""
Brock Woitalla,"6' 0"""
Cole Bakkum,"6' 2"""
Austin Baumhover,"6' 0"""
Eric Bello,"6' 0"""
Bryce Brassfield,"6' 4"""
Wilmis Castro,"6' 2"""
Dan Clusiau,"6' 1"""
Connor Doolittle,"6' 1"""
Grayson Fuchs,"6' 0"""
Blaine Guthrie,"6' 1"""
Will Hess,"6' 1"""
Brayden Jacobson,"5' 9"""
Nolan Kahle,"5' 11"""
Kahler Key,"6' 7"""
Taehyung Kim,"6' 0"""
Cael Kolacia,"6' 2"""
Hayden Konkol,"6' 4"""
Ethan Krueger,"6' 2"""
Christian Lessman,"6' 1"""
Drayton Lou,"6' 1"""
Camden Lyke,"6' 3"""
Liam Moreno,"6' 0"""
Ethan Navratil,"6' 4"""
Brady Nelson,"6' 3"""
Jonathan Pribula,"6' 1"""
AJ Price,"5' 11"""
Brody Richardson,"6' 1"""
Reid Tigges,"6' 2"""
Wyatt Tweet,"5' 10"""
Frankie Volkers,"6' 1"""
Wilson Zuck,"5' 11"""
Archer Blumenschine,NA
Jacob Burgess,"5' 11"""
Lucas Burgum,"6' 2"""
Marcus Butts,"6' 1"""
Ryan Chamberlain,"6' 0"""
Rhett Chisholm,"6' 2"""
Chris Compton,"6' 0"""
Blake DeMaria,"5' 11"""
Keegan Drinkle,"6' 2"""
Ryan Facchini,"6' 2"""
Kieran Gaffney,"6' 1"""
Adam Golby,"6' 0"""
Frers Grayson,NA
Hank Griffin,"5' 11"""
Kalem Haney,"5' 11"""
Sam Hayen,"6' 4"""
Noah Hull,"6' 3"""
Aiden Johnson,"6' 6"""
Konnor Kirchoffner,"6' 2"""
Bryce Leafgren,"6' 0"""
Kevin Millar,"6' 8"""
Callum Noonan,"5' 11"""
Krece Papierski,"6' 0"""
Riley Pearce,"6' 2"""
Isaac Pregors,NA
Mikey Ramirez,"6' 0"""
Luke Rhee,"6' 0"""
Carter Shin,"5' 11"""
Jack Thompson,"5'11"""
Jeff Tiw,"6' 2"""
Cru Walker,"5' 10"""
Cullen Wilson,"6' 0"""
Jaxon Zanolli,"6' 3"""
Ben Zehr,"6' 3"""
Clay Beaumont,"6' 0"""
Braden Cannon,"6' 1"""
Brayden Chaney,"6' 0"""
Eli Crnkovich,"5' 11"""
Nate Cunningham,"6' 2"""
Chase Douglas,"5' 10"""
Adam Eggert,"6' 0"""
Clement Febus,"5' 11"""
Taylor Gill,"5' 9"""
Conlin Grady,"6' 0"""
Kyler Hanson,"6' 2"""
Max Heard,"6' 0"""
Connor Hunt,"5' 10"""
Josh Kilzer,"6' 2"""
Brooks Kneifl,"6' 2"""
Jacob Kneifl,"6' 2"""
Keinan Lentell,"6' 2"""
Cam Madsen,"5' 8"""
